,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1561359,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-26,-52.0,-37.0,-52.0,-74.0,-24.0,17.0
1561360,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-27,-50.0,-33.0,-53.0,-77.0,-19.0,14.0
1561361,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-28,-63.0,-46.0,-56.0,-81.0,-22.0,11.0
1561362,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-29,-71.0,-54.0,-70.0,-87.0,-67.0,26.0
1561363,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-30,-49.0,-35.0,-54.0,-77.0,-25.0,16.0
1561364,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-01,-49.0,-34.0,-52.0,-71.0,-25.0,17.0
1561365,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-02,-52.0,-35.0,-56.0,-76.0,-27.0,18.0
1561366,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-03,-49.0,-34.0,-51.0,-75.0,-24.0,18.0
1561367,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-04,-49.0,-32.0,-52.0,-76.0,-17.0,13.0
1561368,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-05,-64.0,-44.0,-60.0,-81.0,-23.0,12.0
1561369,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-06,-47.0,-33.0,-53.0,-75.0,-25.0,16.0
1561370,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-07,-50.0,-34.0,-54.0,-73.0,-26.0,16.0
1561371,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-08,-50.0,-36.0,-52.0,-70.0,-25.0,17.0
1561372,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-09,-52.0,-36.0,-53.0,-73.0,-25.0,17.0
1561373,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-10,-50.0,-35.0,-50.0,-73.0,-23.0,17.0
1561374,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-11,-51.0,-33.0,-53.0,-79.0,-18.0,14.0
1561375,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-12,-64.0,-47.0,-57.0,-83.0,-22.0,12.0
1561376,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-13,-52.0,-37.0,-57.0,-78.0,-24.0,16.0
1561377,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-14,-52.0,-38.0,-55.0,-73.0,-26.0,17.0
1561378,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-15,-48.0,-32.0,-50.0,-71.0,-25.0,15.0
1561379,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-16,-69.0,-48.0,-62.0,-84.0,-65.0,26.0
1561380,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-17,-51.0,-36.0,-51.0,-76.0,-26.0,18.0
1561381,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-18,-53.0,-35.0,-56.0,-81.0,-19.0,14.0
1561382,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-19,-67.0,-49.0,-63.0,-80.0,-23.0,12.0
1561383,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-20,-51.0,-37.0,-52.0,-75.0,-25.0,16.0
1561384,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-21,-52.0,-35.0,-53.0,-72.0,-26.0,16.0
1561385,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-22,-50.0,-36.0,-53.0,-71.0,-24.0,16.0
1561386,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-23,-52.0,-35.0,-53.0,-72.0,-24.0,17.0
1561387,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-24,-47.0,-32.0,-44.0,-73.0,-22.0,16.0
1561388,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-25,-51.0,-35.0,-49.0,-79.0,-19.0,13.0
1561389,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-26,-63.0,-47.0,-54.0,-81.0,-23.0,12.0
1561390,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-27,-50.0,-36.0,-53.0,-76.0,-25.0,16.0
1561391,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-28,-50.0,-35.0,-52.0,-71.0,-26.0,16.0
1561392,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-29,-48.0,-33.0,-48.0,-73.0,-24.0,16.0
1561393,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-30,-49.0,-33.0,-49.0,-73.0,-25.0,17.0
1561394,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-07-31,-45.0,-29.0,-47.0,-72.0,-23.0,16.0
1561395,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-01,-45.0,-26.0,-52.0,-77.0,-19.0,12.0
1561396,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-02,-56.0,-38.0,-49.0,-77.0,-22.0,10.0
1561397,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-03,-45.0,-30.0,-49.0,-76.0,-23.0,15.0
1561398,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-04,-46.0,-29.0,-47.0,-71.0,-25.0,16.0
1561399,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-05,-46.0,-32.0,-45.0,-69.0,-23.0,15.0
1561400,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-06,-44.0,-27.0,-44.0,-71.0,-24.0,14.0
1561401,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-07,-38.0,-21.0,-39.0,-70.0,-22.0,12.0
1561402,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-08,-83.0,-68.0,-81.0,-83.0,-48.0,22.0
1561403,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-09,-85.0,-73.0,-80.0,-86.0,-44.0,
1561404,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-10,-43.0,-28.0,-48.0,-76.0,-25.0,13.0
1561405,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-11,-44.0,-29.0,-52.0,-74.0,-27.0,15.0
1561406,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-12,-35.0,-23.0,-38.0,-67.0,-24.0,14.0
1561407,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-13,-33.0,-19.0,-37.0,-69.0,-25.0,14.0
1561408,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-14,-30.0,-15.0,-34.0,-68.0,-23.0,11.0
1561409,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-15,-82.0,-64.0,-79.0,-84.0,-58.0,23.0
1561410,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-16,-83.0,-66.0,-77.0,-82.0,-38.0,16.0
1561411,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-17,,-23.0,-45.0,,-23.0,13.0
1561412,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-18,,-24.0,-47.0,,-24.0,13.0
1561413,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-19,,-24.0,-39.0,,-24.0,13.0
1561414,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-20,,-18.0,-38.0,,-24.0,12.0
1561415,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-21,,-19.0,-28.0,,-21.0,9.0
1561416,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-22,-82.0,-65.0,-79.0,,-46.0,20.0
1561417,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-23,,-71.0,-81.0,,,
1561418,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-24,-72.0,-54.0,-67.0,,-42.0,20.0
1561419,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-25,-70.0,-53.0,-65.0,,-41.0,19.0
1561420,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-26,-68.0,-51.0,-62.0,,-40.0,19.0
1561421,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-27,-68.0,-52.0,-63.0,,-40.0,19.0
1561422,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-28,-70.0,-52.0,-62.0,,-41.0,21.0
1561423,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-29,-73.0,-53.0,-70.0,,-41.0,17.0
1561424,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-30,,-64.0,-71.0,,,15.0
1561425,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-08-31,-61.0,-42.0,-58.0,,-39.0,16.0
1561426,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-01,-64.0,-46.0,-60.0,,-41.0,18.0
1561427,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-02,-64.0,-47.0,-57.0,,-40.0,17.0
1561428,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-03,-64.0,-47.0,-56.0,,-41.0,18.0
1561429,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-04,-63.0,-46.0,-56.0,,-39.0,19.0
1561430,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-05,-69.0,-50.0,-65.0,,-39.0,17.0
1561431,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-06,,-66.0,-68.0,,,16.0
1561432,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-07,-64.0,-44.0,-60.0,,-42.0,19.0
1561433,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-08,-64.0,-46.0,-60.0,,-43.0,21.0
1561434,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-09,-64.0,-49.0,-56.0,,-42.0,22.0
1561435,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-10,-63.0,-46.0,-55.0,,-44.0,25.0
1561436,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-11,-62.0,-42.0,-54.0,-67.0,-42.0,26.0
1561437,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-12,-77.0,-64.0,-69.0,-81.0,-47.0,28.0
1561438,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-13,-82.0,-74.0,-72.0,-89.0,-47.0,
1561439,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-14,-68.0,-52.0,-64.0,-77.0,-46.0,27.0
1561440,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-15,-65.0,-46.0,-59.0,-73.0,-46.0,26.0
1561441,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-16,-65.0,-43.0,-57.0,-67.0,-46.0,26.0
1561442,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-17,-64.0,-40.0,-54.0,-77.0,-50.0,27.0
1561443,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-18,-91.0,-87.0,-79.0,-90.0,-80.0,40.0
1561444,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-19,-91.0,-89.0,-79.0,-91.0,-71.0,
1561445,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-20,-86.0,-77.0,-72.0,-86.0,-48.0,
1561446,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-21,-68.0,-53.0,-64.0,-75.0,-46.0,26.0
1561447,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-22,-69.0,-51.0,-63.0,-74.0,-45.0,27.0
1561448,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-23,-70.0,-54.0,-64.0,-73.0,-45.0,28.0
1561449,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-24,-71.0,-54.0,-64.0,-77.0,-47.0,29.0
1561450,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-25,-69.0,-52.0,-59.0,-74.0,-44.0,29.0
1561451,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-26,-77.0,-60.0,-73.0,-81.0,-43.0,27.0
1561452,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-27,-84.0,-71.0,-75.0,-82.0,-45.0,23.0
1561453,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-28,-69.0,-53.0,-63.0,-77.0,-44.0,27.0
1561454,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-29,-73.0,-56.0,-67.0,-77.0,-46.0,28.0
1561455,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-09-30,-70.0,-52.0,-65.0,-73.0,-44.0,27.0
1561456,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-01,-69.0,-49.0,-63.0,-72.0,-44.0,26.0
1561457,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-02,-68.0,-50.0,-64.0,-73.0,-43.0,28.0
1561458,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-03,-75.0,-54.0,-72.0,-78.0,-41.0,25.0
1561459,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-04,-83.0,-68.0,-73.0,-83.0,-43.0,22.0
1561460,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-05,-69.0,-49.0,-65.0,-72.0,-44.0,25.0
1561461,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-06,-70.0,-52.0,-64.0,-66.0,-45.0,26.0
1561462,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-07,-69.0,-53.0,-63.0,-67.0,-43.0,26.0
1561463,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-08,-69.0,-51.0,-61.0,-70.0,-44.0,27.0
1561464,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-09,-70.0,-52.0,-61.0,-72.0,-42.0,27.0
1561465,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-10,-74.0,-54.0,-70.0,-77.0,-38.0,25.0
1561466,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-11,-84.0,-68.0,-73.0,-84.0,-41.0,22.0
1561467,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-12,-85.0,-70.0,-80.0,-86.0,-74.0,36.0
1561468,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-13,-71.0,-52.0,-68.0,-74.0,-43.0,26.0
1561469,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-14,-68.0,-51.0,-62.0,-70.0,-41.0,27.0
1561470,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-15,-69.0,-49.0,-62.0,-72.0,-41.0,27.0
1561471,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-16,-68.0,-51.0,-60.0,-70.0,-40.0,27.0
1561472,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-17,-75.0,-52.0,-71.0,-76.0,-37.0,25.0
1561473,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-18,-80.0,-64.0,-66.0,-81.0,-34.0,20.0
1561474,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-19,-68.0,-51.0,-65.0,-75.0,-39.0,25.0
1561475,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-20,-67.0,-49.0,-60.0,-70.0,-40.0,25.0
1561476,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-21,-68.0,-51.0,-61.0,-69.0,-38.0,25.0
1561477,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-22,-66.0,-47.0,-57.0,-70.0,-39.0,25.0
1561478,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-23,-66.0,-47.0,-56.0,-71.0,-36.0,24.0
1561479,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-24,-73.0,-52.0,-69.0,-74.0,-33.0,23.0
1561480,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-25,-57.0,-49.0,-11.0,-56.0,-21.0,10.0
1561481,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-26,-67.0,-51.0,-61.0,-72.0,-38.0,24.0
1561482,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-27,-65.0,-49.0,-61.0,-73.0,-37.0,24.0
1561483,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-28,-66.0,-50.0,-62.0,-69.0,-37.0,25.0
1561484,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-29,-64.0,-47.0,-60.0,-73.0,-37.0,24.0
1561485,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-30,-62.0,-44.0,-59.0,-71.0,-35.0,23.0
1561486,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-10-31,-73.0,-51.0,-62.0,-73.0,-45.0,22.0
1561487,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-01,-76.0,-59.0,-57.0,-81.0,-29.0,15.0
1561488,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-02,-60.0,-45.0,-55.0,-73.0,-36.0,21.0
1561489,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-03,-63.0,-48.0,-60.0,-69.0,-37.0,23.0
1561490,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-04,-63.0,-47.0,-58.0,-66.0,-34.0,23.0
1561491,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-05,-62.0,-45.0,-55.0,-67.0,-34.0,23.0
1561492,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-06,-61.0,-45.0,-50.0,-67.0,-32.0,22.0
1561493,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-07,-67.0,-45.0,-63.0,-77.0,-29.0,20.0
1561494,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-08,-77.0,-59.0,-66.0,-80.0,-28.0,18.0
1561495,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-09,-64.0,-48.0,-60.0,-70.0,-34.0,22.0
1561496,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-10,-60.0,-45.0,-49.0,-68.0,-34.0,20.0
1561497,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-11,-64.0,-48.0,-56.0,-66.0,-33.0,22.0
1561498,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-11-12,-64.0,-48.0,-57.0,-68.0,-34.0,23.0
