,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1552039,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-04,,-20.0,-26.0,,-5.0,
1552040,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-05,,-28.0,-43.0,,-8.0,
1552041,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-06,,,-41.0,,-13.0,
1552042,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-07,,-22.0,-26.0,,-6.0,
1552043,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-08,,-18.0,-40.0,,2.0,
1552044,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-09,,,-50.0,,-5.0,
1552045,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-10,,-24.0,-39.0,,-7.0,
1552046,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-11,,,-33.0,,-10.0,
1552047,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-12,,-26.0,-39.0,,-9.0,
1552048,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-13,,-18.0,-26.0,,-10.0,
1552049,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-14,,-16.0,-34.0,,-4.0,
1552050,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-15,,-15.0,-51.0,,-15.0,
1552051,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-08-16,,,-58.0,,-2.0,
1552052,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-11,,,-43.0,,-5.0,
1552053,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-12,-42.0,,-57.0,,-1.0,
1552054,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-13,-57.0,,-52.0,,-5.0,
1552055,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-14,-36.0,,-42.0,,-2.0,
1552056,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-15,,,-28.0,,0.0,
1552057,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-16,,,-49.0,,-6.0,
1552058,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-17,-33.0,,-39.0,,-8.0,
1552059,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-18,-76.0,,-65.0,,-57.0,
1552060,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-19,,,-61.0,,-35.0,
1552061,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-20,,,-52.0,,-15.0,
1552062,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-21,-41.0,-14.0,-46.0,,-3.0,
1552063,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-22,-34.0,,-40.0,,-2.0,
1552064,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-23,,,-45.0,,0.0,15.0
1552065,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-24,-42.0,,-36.0,,-5.0,13.0
1552066,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-25,-41.0,,-35.0,,-1.0,14.0
1552067,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-26,,,-55.0,,-3.0,
1552068,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-27,,,-65.0,,-14.0,
1552069,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-28,,,-55.0,,-4.0,18.0
1552070,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-29,,,-38.0,,-5.0,14.0
1552071,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-09-30,,,-45.0,,-5.0,15.0
1552072,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-01,-38.0,,-42.0,,-6.0,12.0
1552073,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-02,,,-33.0,,-3.0,11.0
1552074,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-03,,-7.0,-47.0,,-2.0,
1552075,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-04,,,-61.0,,-13.0,
1552076,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-05,,,-51.0,,-7.0,15.0
1552077,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-06,,,-45.0,,-6.0,15.0
1552078,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-07,,,-49.0,,-4.0,15.0
1552079,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-08,,,-45.0,,-4.0,14.0
1552080,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-09,,,-42.0,,-2.0,16.0
1552081,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-10,,,-48.0,,5.0,
1552082,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-11,,,-60.0,,-12.0,
1552083,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-12,,,-69.0,,-50.0,
1552084,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-13,,,-46.0,,-4.0,15.0
1552085,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-14,,,-43.0,,2.0,12.0
1552086,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-15,-33.0,,-29.0,,1.0,11.0
1552087,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-16,,,-30.0,,2.0,11.0
1552088,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-17,,-6.0,-61.0,,2.0,
1552089,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-18,,,-70.0,,-16.0,
1552090,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-19,-42.0,-12.0,-50.0,,6.0,15.0
1552091,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-20,-36.0,,-36.0,,-3.0,12.0
1552092,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-21,,,-38.0,,1.0,12.0
1552093,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-22,-35.0,,-33.0,,1.0,11.0
1552094,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-23,,,-37.0,,3.0,13.0
1552095,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-24,,,-55.0,,7.0,
1552096,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-25,,,-49.0,,4.0,
1552097,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-26,,,-48.0,,3.0,15.0
1552098,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-27,,,-50.0,,-4.0,14.0
1552099,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-28,,,-48.0,,4.0,15.0
1552100,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-29,,,-36.0,,0.0,11.0
1552101,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-30,-28.0,,-22.0,,1.0,9.0
1552102,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-10-31,-49.0,,-39.0,,-15.0,
1552103,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-01,,,-45.0,,0.0,
1552104,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-02,-35.0,-7.0,-45.0,,1.0,11.0
1552105,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-03,-31.0,,-32.0,,-1.0,10.0
1552106,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-04,,-19.0,-53.0,,-2.0,15.0
1552107,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-05,,,-41.0,,0.0,13.0
1552108,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-06,-32.0,,-31.0,,3.0,10.0
1552109,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-07,-33.0,,-42.0,,2.0,
1552110,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-08,,,-42.0,,-11.0,
1552111,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-09,,-9.0,-37.0,,4.0,11.0
1552112,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-10,,,-32.0,,6.0,8.0
1552113,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-11,,,-48.0,,6.0,11.0
1552114,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-12,-34.0,,-43.0,,2.0,11.0
1552115,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-13,,,-43.0,,5.0,12.0
1552116,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-14,-36.0,,-48.0,,10.0,
1552117,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-15,-58.0,,-57.0,,-6.0,
1552118,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-16,,,-40.0,,4.0,10.0
1552119,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-17,,,-32.0,,5.0,8.0
1552120,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-18,-32.0,,-32.0,,6.0,7.0
1552121,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-19,-30.0,,-29.0,,4.0,6.0
1552122,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-20,,,-39.0,,1.0,10.0
1552123,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-21,-42.0,,-45.0,,10.0,
1552124,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-22,,,-54.0,,-6.0,
1552125,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-23,,,-52.0,,4.0,15.0
1552126,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-24,,,-43.0,,1.0,11.0
1552127,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-25,,,-52.0,,2.0,14.0
1552128,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-26,,,-45.0,,-2.0,13.0
1552129,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-27,,,-44.0,,1.0,14.0
1552130,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-28,-36.0,,-48.0,,8.0,
1552131,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-29,-55.0,,-53.0,,-3.0,
1552132,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-11-30,,,-41.0,,2.0,11.0
1552133,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-01,,,-39.0,,2.0,12.0
1552134,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-02,,,-41.0,,5.0,10.0
1552135,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-03,,,-32.0,,0.0,9.0
1552136,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-04,,,-26.0,,4.0,9.0
1552137,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-05,-30.0,,-30.0,,7.0,
1552138,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-06,-53.0,,-26.0,,-7.0,
1552139,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-07,,,-24.0,,2.0,8.0
1552140,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-08,,,-42.0,,-43.0,18.0
1552141,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-09,,,-33.0,,8.0,9.0
1552142,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-10,,,-33.0,,4.0,9.0
1552143,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-11,,,-34.0,,3.0,13.0
1552144,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-12,-40.0,,-31.0,,14.0,
1552145,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-13,,,-51.0,,-9.0,
1552146,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-14,,,-36.0,,7.0,11.0
1552147,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-15,,,-29.0,,6.0,8.0
1552148,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-16,-28.0,,-33.0,,8.0,8.0
1552149,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-17,-21.0,,-16.0,,2.0,7.0
1552150,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-18,-20.0,,-20.0,,7.0,7.0
1552151,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-19,-26.0,,-32.0,,2.0,
1552152,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-20,-48.0,,-35.0,,5.0,
1552153,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-21,-19.0,1.0,-11.0,,5.0,6.0
1552154,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-22,,,-4.0,,5.0,5.0
1552155,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-23,,,-26.0,,2.0,7.0
1552156,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-24,-23.0,,-12.0,,-13.0,7.0
1552157,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-25,-82.0,,-52.0,,-57.0,18.0
1552158,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-26,,,-44.0,,-19.0,
1552159,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-27,,,-33.0,,-11.0,
1552160,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-28,,,-40.0,,-2.0,10.0
1552161,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-29,,,-37.0,,-2.0,11.0
1552162,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-30,,,-36.0,,-2.0,10.0
1552163,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2020-12-31,,,-32.0,,-10.0,8.0
1552164,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-01,-79.0,,-44.0,,-55.0,15.0
1552165,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-02,,,-54.0,,-22.0,
1552166,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-03,-61.0,,-42.0,,-4.0,
1552167,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-04,,-8.0,-26.0,,2.0,8.0
1552168,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-05,,,-21.0,,-3.0,7.0
1552169,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-06,,,-38.0,,-3.0,13.0
1552170,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-07,,,-34.0,,-6.0,11.0
1552171,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-08,,,-36.0,,-9.0,13.0
1552172,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-09,,,-59.0,,-11.0,
1552173,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-10,,,-62.0,,-22.0,
1552174,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-11,,0.0,-36.0,,-5.0,12.0
1552175,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-12,,,-21.0,,-9.0,10.0
1552176,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-13,-23.0,,-21.0,,-9.0,6.0
1552177,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-14,,,-56.0,,-33.0,20.0
1552178,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-15,-59.0,,-58.0,,-29.0,
1552179,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-16,-62.0,,-67.0,,-29.0,
1552180,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-17,,,-69.0,,-28.0,
1552181,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-18,,,-57.0,,-23.0,19.0
1552182,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-19,-47.0,,-48.0,,-22.0,16.0
1552183,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-20,-50.0,,-54.0,,-20.0,17.0
1552184,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-21,-50.0,,-50.0,,-21.0,17.0
1552185,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-22,-53.0,,-50.0,,-22.0,18.0
1552186,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-23,-57.0,,-60.0,,-22.0,
1552187,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-24,-66.0,,-66.0,,-28.0,
1552188,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-25,-54.0,,-55.0,,-18.0,18.0
1552189,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-26,,,-52.0,,-21.0,18.0
1552190,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-27,-50.0,,-59.0,,-20.0,18.0
1552191,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-28,-47.0,,-47.0,,-19.0,17.0
1552192,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-29,-43.0,,-44.0,,-18.0,15.0
1552193,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-30,-50.0,,-55.0,,-22.0,
1552194,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-01-31,-63.0,,-57.0,,-22.0,
1552195,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-01,-41.0,,-46.0,,-12.0,11.0
1552196,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-02,-33.0,,-36.0,,-16.0,10.0
1552197,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-03,-45.0,,-44.0,,-17.0,11.0
1552198,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-04,-20.0,,-10.0,,-9.0,4.0
1552199,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-05,-22.0,,-11.0,,-10.0,5.0
1552200,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-06,-57.0,,-54.0,,-18.0,
1552201,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-07,,,-54.0,,-24.0,
1552202,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-08,-22.0,4.0,-21.0,,-2.0,5.0
1552203,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-09,,,-13.0,,-9.0,4.0
1552204,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-10,-24.0,,-24.0,,-6.0,5.0
1552205,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-11,-21.0,,-22.0,,-8.0,7.0
1552206,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-12,-26.0,,-17.0,,-6.0,5.0
1552207,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-13,-55.0,,-59.0,,-21.0,
1552208,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-14,,,-60.0,,-18.0,
1552209,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-15,-22.0,4.0,-26.0,,0.0,4.0
1552210,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-16,,,-26.0,,-5.0,6.0
1552211,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-17,-27.0,,-40.0,,-5.0,10.0
1552212,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-18,-20.0,,-30.0,,-8.0,9.0
1552213,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-19,-26.0,,-31.0,,-7.0,9.0
1552214,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-20,-30.0,,-44.0,,-7.0,
